1404338669837,-8.82, 0.36, -25.08, 26.59,0
1404338669905,-9.00, 0.12, -25.08, 26.65,0
1404338669905,-8.82, 0.30, -24.96, 26.47,0
1404338669906,-8.88, 0.48, -24.96, 26.50,0
1404338669911,-8.94, 0.90, -24.72, 26.30,0
1404338669998,-9.00, 0.72, -24.90, 26.49,0
1404338669998,-9.18, 0.72, -24.72, 26.38,0
1404338669999,-9.36, 0.78, -24.84, 26.56,0
1404338670000,-9.36, 0.36, -25.08, 26.77,0
1404338670013,-9.30, 0.60, -24.90, 26.59,0
1404338670118,-8.82, 0.36, -24.78, 26.31,0
1404338670119,-8.64, 0.24, -24.96, 26.41,0
1404338670122,-8.40, -0.12, -25.20, 26.56,0
1404338670123,-8.28, 0.06, -25.26, 26.58,0
1404338670127,-7.86, 0.12, -25.32, 26.51,0
1404338670128,-7.38, -0.06, -25.02, 26.09,0
1404338670205,-6.90, 0.12, -24.72, 25.67,0
1404338670206,-6.78, 0.06, -24.84, 25.75,0
1404338670207,-6.90, 0.24, -25.02, 25.96,0
1404338670207,-6.84, 0.48, -24.66, 25.60,0
1404338670268,-6.72, 0.60, -24.42, 25.33,0
1404338670268,-6.54, 0.72, -24.36, 25.23,0
1404338670269,-6.60, 0.48, -24.12, 25.01,0
1404338670333,-6.36, 0.60, -24.06, 24.89,0
1404338670334,-6.54, 0.90, -24.06, 24.95,0
1404338670334,-6.30, 1.14, -24.12, 24.96,0
1404338670412,-6.06, 1.14, -24.00, 24.78,0
1404338670413,-6.00, 1.14, -24.18, 24.94,0
1404338670414,-6.30, 1.32, -24.30, 25.14,0
1404338670415,-6.60, 1.74, -24.24, 25.18,0
1404338670489,-6.36, 2.10, -24.24, 25.15,0
1404338670491,-6.66, 2.64, -24.48, 25.51,0
1404338670492,-6.90, 2.88, -24.54, 25.65,0
1404338670493,-7.32, 3.12, -24.54, 25.80,0
1404338670563,-7.50, 3.36, -24.54, 25.88,0
1404338670564,-7.26, 3.48, -24.36, 25.66,0
1404338670565,-6.96, 3.54, -24.30, 25.52,0
1404338670566,-7.02, 3.78, -24.48, 25.75,0
1404338670626,-7.02, 4.32, -24.42, 25.77,0
1404338670627,-7.14, 4.92, -24.30, 25.80,0
1404338670627,-6.96, 5.46, -24.24, 25.80,0
1404338670694,-6.66, 6.30, -23.82, 25.52,0
1404338670695,-7.08, 7.38, -23.52, 25.65,0
1404338670696,-7.68, 8.52, -23.58, 26.22,0
1404338670754,-7.92, 10.08, -23.34, 26.63,0
1404338670755,-7.98, 11.16, -23.04, 26.82,0
1404338670755,-8.64, 12.12, -23.04, 27.43,0
1404338670766,-8.58, 12.78, -22.80, 27.51,0
1404338670824,-8.76, 13.32, -22.56, 27.62,0
1404338670825,-9.18, 13.68, -22.68, 28.03,0
1404338670827,-9.24, 13.92, -22.74, 28.22,0
1404338670890,-8.88, 14.10, -22.68, 28.14,0
1404338670891,-9.36, 13.74, -22.86, 28.27,0
1404338670892,-9.48, 13.50, -22.92, 28.24,0
1404338670958,-9.06, 12.96, -22.86, 27.80,0
1404338670958,-9.24, 12.48, -22.92, 27.68,0
1404338670959,-9.18, 12.06, -22.98, 27.53,0
1404338670965,-8.94, 12.06, -22.92, 27.40,0
1404338671024,-8.46, 11.76, -22.80, 27.01,0
1404338671025,-8.28, 11.52, -22.98, 27.01,0
1404338671026,-7.56, 11.52, -22.98, 26.79,0
1404338671113,-6.30, 11.28, -23.10, 26.47,0
1404338671113,-5.82, 11.10, -23.58, 26.70,0
1404338671114,-4.68, 10.74, -23.94, 26.65,0
1404338671114,-3.60, 10.68, -24.54, 27.00,0
1404338671189,-2.10, 10.14, -24.84, 26.91,0
1404338671190,-1.20, 9.84, -25.32, 27.19,0
1404338671190,-0.36, 9.42, -25.44, 27.13,0
1404338671191,0.36, 9.12, -25.62, 27.20,0
1404338671265,0.72, 9.00, -25.62, 27.16,0
1404338671266,1.26, 9.12, -25.50, 27.11,0
1404338671266,0.90, 9.54, -25.62, 27.35,0
1404338671268,0.48, 9.36, -25.44, 27.11,0
1404338671339,0.06, 9.48, -25.50, 27.21,0
1404338671340,-0.54, 9.78, -25.32, 27.15,0
1404338671341,-1.20, 10.02, -25.44, 27.37,0
1404338671347,-1.98, 10.26, -25.38, 27.45,0
1404338671409,-2.52, 10.68, -25.20, 27.49,0
1404338671410,-3.00, 11.10, -25.02, 27.54,0
1404338671411,-3.24, 11.40, -24.72, 27.41,0
1404338671476,-3.06, 12.00, -24.36, 27.33,0
1404338671477,-3.78, 12.72, -24.36, 27.74,0
1404338671477,-3.66, 13.08, -24.18, 27.73,0
1404338671540,-3.12, 13.56, -23.82, 27.59,0
1404338671541,-2.22, 13.44, -23.70, 27.34,0
1404338671541,-2.10, 13.68, -23.94, 27.65,0
1404338671546,-1.44, 13.56, -24.00, 27.60,0
1404338671607,-0.36, 13.50, -24.00, 27.54,0
